Location,CowTagID,Date,Taxa,SpeciesCounts,PhotoNum,Notes
Cabral,C9,6/15/2022,Montipora efflorescens,28,,
Cabral,C9,6/15/2022,Montipora setosa,4,,
Cabral,C9,6/15/2022,Pavona cactus,12,,
Cabral,C9,6/15/2022,Porites rus,2,,
Cabral,C9,6/15/2022,Pocillopora acuta,2,,
Cabral,C9,6/15/2022,Psammocora stellata,3,6134-6137,
Cabral,C9,6/15/2022,Leptastrea transversa,3,,
Cabral,C9,6/15/2022,Bare Rock,1,,
Cabral,C9,6/15/2022,Sand,4,,
Cabral,C9,6/15/2022,Rubble,18,,
Cabral,C9,6/15/2022,Turf,27,,
Cabral,C9,6/15/2022,Crustose Corallines,3,,
Cabral,C9,6/15/2022,Turbinaria ornata,5,,
Cabral,C9,6/15/2022,coral13,3,6128-6133,
Cabral,C9,6/15/2022,Dictyosphaeria cavernosa,15,,
Cabral,C9,6/15/2022,Valonia fastigiata,1,,
Cabral,C9,6/15/2022,Caulerpa serrulata,6,,
Cabral,C9,6/15/2022,Halimeda distorta,1,,
Cabral,C9,6/15/2022,Halimeda opuntia,14,,
Cabral,C9,6/15/2022,Halimeda macroloba,15,,
Cabral,C9,6/15/2022,Dictyota bartayresiana,24,,
Cabral,C9,6/15/2022,Lobophora variegata,8,,
Cabral,C9,6/15/2022,Turbinaria ornata,6,,
Cabral,C9,6/15/2022,Amansia rhodantha,12,,
Cabral,C9,6/15/2022,Purple Sponge,1,6124-6127,
Cabral,C9,6/15/2022,Grey Sponge,1,,
Cabral,C7,6/15/2022,Montipora efflorescens,31,,
Cabral,C7,6/15/2022,Montipora setosa,8,,
Cabral,C7,6/15/2022,Porites rus,1,,
Cabral,C7,6/15/2022,Pocillopora acuta,2,,
Cabral,C7,6/15/2022,Bare Rock,8,,
Cabral,C7,6/15/2022,Sand,68,,
Cabral,C7,6/15/2022,Turf,12,,
Cabral,C7,6/15/2022,Crustose Corallines,2,,
Cabral,C7,6/15/2022,Turbinaria ornata,17,,
Cabral,C7,6/15/2022,Dictyosphaeria cavernosa,3,,
Cabral,C7,6/15/2022,Ventricaria ventricosa,3,,
Cabral,C7,6/15/2022,Caulerpa serrulata,1,,
Cabral,C7,6/15/2022,Halimeda opuntia,15,,
Cabral,C7,6/15/2022,Halimeda macroloba,4,,
Cabral,C7,6/15/2022,Dictyota bartayresiana,2,,
Cabral,C7,6/15/2022,Lobophora variegata,20,,
Cabral,C7,6/15/2022,Lithophyllum kotschyanum,3,,
Cabral,C7,6/15/2022,Amansia rhodantha,7,,
Cabral,C20,6/15/2022,Sand,136,,
Cabral,C20,6/15/2022,Fuzz,30,6165-6171,need to identify
Cabral,C20,6/15/2022,Halimeda macroloba,11,,
Cabral,C20,6/15/2022,Lobophora variegata,7,,
Cabral,C20,6/15/2022,Caulerpa racemosa,2,,
Cabral,C20,6/15/2022,Halimeda opuntia,5,,
Cabral,C20,6/15/2022,Dictyosphaeria cavernosa,6,,
Cabral,C20,6/15/2022,Porites rus,10,,
Cabral,C20,6/15/2022,Caulerpa serrulata,2,,
Cabral,C20,6/15/2022,Pocillopora acuta,3,,
Cabral,C20,6/15/2022,Turf,1,,
Cabral,C20,6/15/2022,Amphiroa fragilissima,2,,
Cabral,C20,6/15/2022,Crustose Corallines,1,,
Cabral,C20,6/15/2022,Dictyota bartayresiana,1,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Rubble,2,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Dictyota bartayresiana,5,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Halimeda opuntia,7,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Pavona cactus,24,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Turf,65,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Porites lobata,28,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Galaxaura fasciculata,4,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Padina boryana,1,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Montipora setosa,23,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Verongida sp.,2,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Sand,2,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Discosoma nummiforme ,4,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Leptastrea transversa,1,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Crustose Corallines,2,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Hypnea pannosa,1,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Lobophora variegata,2,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Turbinaria ornata,24,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Montipora,2,5987-6012,
Varari_Maya,Reef_Ambient_2,6/14/2022,Pocillopora acuta,2,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Boodlea kaeneana,1,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Lithophyllum kotschyanum,2,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Bare Rock,5,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Amansia rhodantha,3,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Galaxaura rugosa,2,,
Varari_Maya,Reef_Ambient_2,6/14/2022,Ventricaria ventricosa,1,,
Varari_Maya,Reef_Ambient_2,6/14/2022,coral14,1,6013-6018,
Varari_Maya,Reef_Ambient_1,6/14/2022,Dictyota bartayresiana,24,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Turbinaria ornata,13,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Montipora efflorescens,15,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Pavona cactus,6,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Sand,24,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Lobophora variegata,6,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Bare Rock,8,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Halimeda incrassata,1,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Halimeda opuntia,17,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Valonia fastigiata,2,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Rubble,4,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Ventricaria ventricosa,2,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Amansia rhodantha,2,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Crustose Corallines,6,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Turf,44,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Padina boryana,1,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Porites lobata,7,,
Varari_Maya,Reef_Ambient_1,6/14/2022,coral15,3,6024-6027,
Varari_Maya,Reef_Ambient_1,6/14/2022,Verongida sp.,1,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Boodlea kaeneana,1,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Galaxaura fasciculata,8,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Lithophyllum kotschyanum,2,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Pocillopora acuta,11,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Dictyosphaeria cavernosa,1,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Halimeda macroloba,1,,
Varari_Maya,Reef_Ambient_1,6/14/2022,Porites rus,6,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Sand,15,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Halimeda opuntia,3,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Padina boryana,56,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Lobophora variegata,9,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Turf,57,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Sargassum mangarevense,20,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Dictyota bartayresiana,35,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Crustose Corallines,1,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Halimeda macroloba,12,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Turbinaria ornata,2,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Heteractis magnifica,4,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Hypnea pannosa,2,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Pocillopora acuta,1,,
Varari_Maya,RockWall_SGD_2,6/21/2022,Caulerpa serrulata,1,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Padina boryana,44,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Sand,50,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Bare Rock,11,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Dictyota bartayresiana,16,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Crustose Corallines,1,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Sargassum mangarevense,6,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Turf,50,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Pocillopora acuta,1,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Turbinaria ornata,4,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Bare Rock - exposed,18,,exposed at tidal level during survey
Varari_Maya,RockWall_SGD_3,6/21/2022,Lobophora variegata,11,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Montipora efflorescens,2,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Caulerpa serrulata,1,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Porites rus,1,,
Varari_Maya,RockWall_SGD_3,6/21/2022,Rubble,2,,
Varari_Maya,Sand_SGD_2,6/21/2022,Sand,175,,
Varari_Maya,Sand_SGD_2,6/21/2022,Rubble,15,,
Varari_Maya,Sand_SGD_2,6/21/2022,Padina boryana,16,,
Varari_Maya,Sand_SGD_2,6/21/2022,Dictyota bartayresiana,3,,
Varari_Maya,Sand_SGD_2,6/21/2022,Bare Rock,2,,
Varari_Maya,Sand_SGD_2,6/21/2022,Halimeda macroloba,4,,
Varari_Maya,Sand_SGD_2,6/21/2022,Lobophora variegata,1,,
Varari_Maya,Sand_SGD_2,6/21/2022,Halimeda incrassata,1,,
Varari_Maya,Sand_SGD_1,6/21/2022,Sand,154,,
Varari_Maya,Sand_SGD_1,6/21/2022,Halimeda macroloba,32,,
Varari_Maya,Sand_SGD_1,6/21/2022,Padina boryana,14,,
Varari_Maya,Sand_SGD_1,6/21/2022,Rubble,2,,
Varari_Maya,Sand_SGD_1,6/21/2022,Lobophora variegata,5,,
Varari_Maya,Sand_SGD_1,6/21/2022,Dictyota bartayresiana,11,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Sand,22,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Turf,105,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Pocillopora acuta,2,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Hypnea pannosa,1,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Dictyota bartayresiana,2,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Bare Rock,76,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Lithophyllum kotschyanum,3,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Heteractis magnifica,5,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Leptastrea transversa,1,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Crustose Corallines,1,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Halimeda opuntia,1,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Padina boryana,1,,
Varari_Maya,RockWall_SGD_1,6/21/2022,Turbinaria ornata,1,,
Cabral,C17,6/23/2022,Acropora pulchra,1,6246-6250,
Cabral,C17,6/23/2022,Porites rus,46,,
Cabral,C17,6/23/2022,Pocillopora acuta,12,,
Cabral,C17,6/23/2022,Leptastrea transversa,1,,
Cabral,C17,6/23/2022,Bare Rock,5,,
Cabral,C17,6/23/2022,Sand,92,,
Cabral,C17,6/23/2022,Rubble,4,,
Cabral,C17,6/23/2022,Turf,37,,
Cabral,C17,6/23/2022,Galaxaura rugosa,1,,
Cabral,C17,6/23/2022,Grey Sponge,3,,
Cabral,C17,6/23/2022,Dictyosphaeria cavernosa,3,,
Cabral,C17,6/23/2022,Halimeda macroloba,1,,
Cabral,C17,6/23/2022,Dictyota bartayresiana,2,,
Cabral,C17,6/23/2022,Lobophora variegata,2,,
Cabral,C17,6/23/2022,Padina boryana,4,,
Cabral,C17,6/23/2022,Rosenvingea intricata,1,,
Cabral,C17,6/23/2022,Amansia rhodantha,4,,
Cabral,C15,6/23/2022,Montipora capitata,1,6260-6263,check
Cabral,C15,6/23/2022,Montipora efflorescens,5,,
Cabral,C15,6/23/2022,Montipora setosa,18,,
Cabral,C15,6/23/2022,Pavona cactus,72,,
Cabral,C15,6/23/2022,Pocillopora acuta,6,,
Cabral,C15,6/23/2022,Discosoma nummiforme ,3,,
Cabral,C15,6/23/2022,Bare Rock,5,,
Cabral,C15,6/23/2022,Sand,1,,
Cabral,C15,6/23/2022,Rubble,7,,
Cabral,C15,6/23/2022,Turf,19,,
Cabral,C15,6/23/2022,Turbinaria ornata,24,,
Cabral,C15,6/23/2022,Dictyosphaeria cavernosa,12,,
Cabral,C15,6/23/2022,Ventricaria ventricosa,2,,
Cabral,C15,6/23/2022,Halimeda opuntia,19,,
Cabral,C15,6/23/2022,Halimeda macroloba,3,,
Cabral,C15,6/23/2022,Halimeda minima,1,,
Cabral,C15,6/23/2022,Lobophora variegata,9,,
Cabral,C15,6/23/2022,Amansia rhodantha,7,,
Cabral,C15,6/23/2022,Verongida sp.,2,,
Cabral,C2,6/27/2022,Acropora pulchra,2,,
Cabral,C2,6/27/2022,Montipora efflorescens,8,,
Cabral,C2,6/27/2022,Montipora setosa,1,,
Cabral,C2,6/27/2022,Porites rus,3,,
Cabral,C2,6/27/2022,Pocillopora acuta,3,,
Cabral,C2,6/27/2022,Bare Rock,2,,
Cabral,C2,6/27/2022,Sand,23,,
Cabral,C2,6/27/2022,Rubble,6,,
Cabral,C2,6/27/2022,Turf,79,,
Cabral,C2,6/27/2022,Dictyosphaeria cavernosa,24,,
Cabral,C2,6/27/2022,Valonia fastigiata,2,,
Cabral,C2,6/27/2022,Caulerpa peltata,1,,
Cabral,C2,6/27/2022,Caulerpa racemosa,1,,
Cabral,C2,6/27/2022,Halimeda opuntia,20,,
Cabral,C2,6/27/2022,Halimeda incrassata,1,,
Cabral,C2,6/27/2022,Halimeda macroloba,1,,
Cabral,C2,6/27/2022,Dictyota bartayresiana,11,,
Cabral,C2,6/27/2022,Lobophora variegata,3,,
Cabral,C2,6/27/2022,Turbinaria ornata,3,,
Cabral,C2,6/27/2022,Galaxaura fasciculata,1,,
Cabral,C2,6/27/2022,Amansia rhodantha,18,,
Cabral,C2,6/27/2022,Galaxaura rugosa,7,,
Cabral,C2,6/27/2022,Hypnea pannosa,1,,
Cabral,C2,6/27/2022,Purple Sponge,1,,
Cabral,C1,6/27/2022,Montipora efflorescens,1,,
Cabral,C1,6/27/2022,Porites rus,36,,
Cabral,C1,6/27/2022,Pocillopora acuta,19,,
Cabral,C1,6/27/2022,Leptastrea transversa,1,,
Cabral,C1,6/27/2022,Bare Rock,1,,
Cabral,C1,6/27/2022,Sand,4,,
Cabral,C1,6/27/2022,Rubble,1,,
Cabral,C1,6/27/2022,Turf,47,,
Cabral,C1,6/27/2022,Crustose Corallines,4,,
Cabral,C1,6/27/2022,Dictyosphaeria cavernosa,19,,
Cabral,C1,6/27/2022,Valonia fastigiata,1,,
Cabral,C1,6/27/2022,Ventricaria ventricosa,2,,
Cabral,C1,6/27/2022,Caulerpa serrulata,1,,
Cabral,C1,6/27/2022,Halimeda opuntia,16,,
Cabral,C1,6/27/2022,Halimeda incrassata,1,,
Cabral,C1,6/27/2022,Halimeda macroloba,4,,
Cabral,C1,6/27/2022,Halimeda minima,1,,
Cabral,C1,6/27/2022,Dictyota bartayresiana,5,,
Cabral,C1,6/27/2022,Lobophora variegata,23,,
Cabral,C1,6/27/2022,Turbinaria ornata,5,,
Cabral,C1,6/27/2022,Lithophyllum kotschyanum,1,,
Cabral,C1,6/27/2022,Amansia rhodantha,16,,
Cabral,C1,6/27/2022,Galaxaura rugosa,7,,
Cabral,C19,6/27/2022,Montipora efflorescens,19,,
Cabral,C19,6/27/2022,Montipora setosa,5,,
Cabral,C19,6/27/2022,Porites rus,28,,
Cabral,C19,6/27/2022,Pocillopora acuta,11,,
Cabral,C19,6/27/2022,Discosoma nummiforme ,1,,
Cabral,C19,6/27/2022,Bare Rock,4,,
Cabral,C19,6/27/2022,Sand,1,,
Cabral,C19,6/27/2022,Rubble ,13,,
Cabral,C19,6/27/2022,Turf,13,,
Cabral,C19,6/27/2022,Crustose Corallines,2,,
Cabral,C19,6/27/2022,Dictyosphaeria versluysii,2,,
Cabral,C19,6/27/2022,Ventricaria ventricosa,1,,
Cabral,C19,6/27/2022,Halimeda opuntia,22,,
Cabral,C19,6/27/2022,Halimeda incrassata,15,,
Cabral,C19,6/27/2022,Halimeda macroloba,25,,
Cabral,C19,6/27/2022,Dictyota bartayresiana,22,,
Cabral,C19,6/27/2022,Lobophora variegata,8,,
Cabral,C19,6/27/2022,Turbinaria ornata,16,,
Cabral,C19,6/27/2022,Galaxaura fasciculata,1,,
Cabral,C19,6/27/2022,Amansia rhodantha,9,,
Cabral,C19,6/27/2022,Verongida sp.,1,,
Cabral,C19,6/27/2022,Galaxaura rugosa,1,,
Cabral,C18,6/27/2022,Montipora efflorescens,8,,
Cabral,C18,6/27/2022,Pavona cactus,79,,
Cabral,C18,6/27/2022,Pocillopora acuta,7,,
Cabral,C18,6/27/2022,Discosoma nummiforme ,8,,
Cabral,C18,6/27/2022,Rubble,3,,
Cabral,C18,6/27/2022,Turf,25,,
Cabral,C18,6/27/2022,Crustose Corallines,1,,
Cabral,C18,6/27/2022,Dictyosphaeria cavernosa,13,,
Cabral,C18,6/27/2022,Valonia fastigiata,1,,
Cabral,C18,6/27/2022,Caulerpa serrulata,2,,
Cabral,C18,6/27/2022,Caulerpa peltata,2,,
Cabral,C18,6/27/2022,Caulerpa racemosa,1,,
Cabral,C18,6/27/2022,Halimeda opuntia,2,,
Cabral,C18,6/27/2022,Lobophora variegata,29,,
Cabral,C18,6/27/2022,Turbinaria ornata,32,,
Cabral,C18,6/27/2022,Amansia rhodantha,9,,
Cabral,CSEEP,6/27/2022,Sand,200,,
Cabral,C13,7/19/2022,Grey Sponge,59,,
Cabral,C13,7/19/2022,Lobophora variegata,17,,
Cabral,C13,7/19/2022,Galaxaura rugosa,2,,
Cabral,C13,7/19/2022,Porites rus,9,,
Cabral,C13,7/19/2022,Sand,4,,
Cabral,C13,7/19/2022,Turbinaria ornata,8,,
Cabral,C13,7/19/2022,Caulerpa serrulata,4,,
Cabral,C13,7/19/2022,Pavona cactus,16,,
Cabral,C13,7/19/2022,Turf,29,,
Cabral,C13,7/19/2022,Lithophyllum kotschyanum,2,,
Cabral,C13,7/19/2022,Crustose Corallines,7,,
Cabral,C13,7/19/2022,Halimeda opuntia,2,,
Cabral,C13,7/19/2022,Dictyota bartayresiana,2,,
Cabral,C13,7/19/2022,Rubble,14,,
Cabral,C13,7/19/2022,Caulerpa fastigiata,3,,
Cabral,C13,7/19/2022,Pocillopora acuta,13,,
Cabral,C13,7/19/2022,Dictyosphaeria cavernosa,12,,
Cabral,C13,7/19/2022,Ventricaria ventricosa,2,,
Cabral,C13,7/19/2022,Halimeda macroloba,9,,
Cabral,C13,7/19/2022,Bare Rock,2,,
Cabral,C13,7/19/2022,Halimeda incrassata,2,,
Cabral,C13,7/19/2022,Amansia rhodantha,1,,
Cabral,C6,7/19/2022,Sand,26,,
Cabral,C6,7/19/2022,Bare Rock,12,,
Cabral,C6,7/19/2022,Lobophora variegata,5,,
Cabral,C6,7/19/2022,Turf,92,,
Cabral,C6,7/19/2022,Amansia rhodantha,1,,
Cabral,C6,7/19/2022,Halimeda opuntia,3,,
Cabral,C6,7/19/2022,Montipora efflorescens,55,,
Cabral,C6,7/19/2022,Leptastrea transversa,2,,
Cabral,C6,7/19/2022,Discosoma nummiforme ,4,,
Cabral,C6,7/19/2022,Pocillopora acuta,6,,
Cabral,C6,7/19/2022,Dictyosphaeria cavernosa,1,,
Cabral,C6,7/19/2022,Turbinaria ornata,2,,
Cabral,C6,7/19/2022,Halimeda macroloba,13,,
Cabral,C6,7/19/2022,Fungiidae sp.,1,,
Cabral,C6,7/19/2022,Dictyota bartayresiana,2,,
Cabral,C8,7/19/2022,Sand,200,,
Cabral,C3,6/28/2022,Turf,39,,
Cabral,C3,6/28/2022,Lobophora variegata,24,,
Cabral,C3,6/28/2022,Pocillopora acuta,13,,
Cabral,C3,6/28/2022,Dictyosphaeria cavernosa,8,,
Cabral,C3,6/28/2022,Pavona cactus,17,,
Cabral,C3,6/28/2022,Halimeda opuntia,16,,
Cabral,C3,6/28/2022,Halimeda macroloba,11,,
Cabral,C3,6/28/2022,Dictyota bartayresiana,8,,
Cabral,C3,6/28/2022,Rubble,19,,
Cabral,C3,6/28/2022,Bare Rock,8,,
Cabral,C3,6/28/2022,Turbinaria ornata,11,,
Cabral,C3,6/28/2022,Caulerpa serrulata,1,,
Cabral,C3,6/28/2022,Montipora efflorescens,7,,
Cabral,C3,6/28/2022,Crustose Corallines,18,,
Cabral,C3,6/28/2022,Halimeda minima,1,,
Cabral,C3,6/28/2022,Caulerpa racemosa,1,,
Cabral,C3,6/28/2022,Discosoma nummiforme ,2,,
Cabral,C3,6/28/2022,Amansia rhodantha,2,,
Cabral,C3,6/28/2022,Sand,1,,
Cabral,C3,6/28/2022,Leptastrea transversa,4,,
Cabral,C3,6/28/2022,green algae1,1,6347-6353 unidentified,
Cabral,C3,6/28/2022,coral16,1,6354-6358 unidentified,
Cabral,C3,6/28/2022,Valonia fastigiata,2,,
Cabral,C3,6/28/2022,Ventricaria ventricosa,4,,
Cabral,C16,6/28/2022,Porites lobata,29,,
Cabral,C16,6/28/2022,Halimeda incrassata,13,,
Cabral,C16,6/28/2022,Sand,62,,
Cabral,C16,6/28/2022,Rubble,75,,
Cabral,C16,6/28/2022,Padina boryana,12,,
Cabral,C16,6/28/2022,Halimeda opuntia,29,,
Cabral,C16,6/28/2022,Dictyota bartayresiana,20,,
Cabral,C16,6/28/2022,Bare Rock,5,,
Cabral,C16,6/28/2022,Caulerpa serrulata,1,,
Cabral,C16,6/28/2022,Turf,15,,
Cabral,C16,6/28/2022,Halimeda macroloba,56,,
Cabral,C16,6/28/2022,Turbinaria ornata,13,,
Cabral,C16,6/28/2022,Dictyota friabilis,1,,
Cabral,C16,6/28/2022,Lobophora variegata,11,,
Cabral,C16,6/28/2022,Crustose Corallines,1,,
Cabral,C16,6/28/2022,coral17,1,,
Cabral,C16,6/28/2022,Montipora setosa,1,,
Cabral,C16,6/28/2022,Hydroclathrus clathratus,1,,
Cabral,C16,6/28/2022,Galaxaura rugosa,2,,
Cabral,C16,6/28/2022,Acropora pulchra,3,,
Cabral,C12,6/28/2022,coral18,1,6390-6400 unidentified,
Cabral,C12,6/28/2022,Turf,95,,
Cabral,C12,6/28/2022,Discosoma nummiforme ,8,,
Cabral,C12,6/28/2022,Pocillopora acuta,8,,
Cabral,C12,6/28/2022,Leptastrea transversa,4,,
Cabral,C12,6/28/2022,Galaxaura rugosa,1,,
Cabral,C12,6/28/2022,Lobophora variegata,22,,
Cabral,C12,6/28/2022,Halimeda opuntia,7,,
Cabral,C12,6/28/2022,Bare Rock,7,,
Cabral,C12,6/28/2022,Crustose Corallines,10,,
Cabral,C12,6/28/2022,Ventricaria ventricosa,2,,
Cabral,C12,6/28/2022,Turbinaria ornata,9,,
Cabral,C12,6/28/2022,Pavona cactus,3,,
Cabral,C12,6/28/2022,Montipora setosa,1,,
Cabral,C12,6/28/2022,Caulerpa racemosa,1,,
Cabral,C12,6/28/2022,Montipora efflorescens,1,,
Cabral,C12,6/28/2022,coral19,10,6401-6407 unidentified; white outline,
Cabral,C12,6/28/2022,coral20,2,6408-6412 unidentified; small discosoma?,
Cabral,C12,6/28/2022,Grey Sponge,1,,
Cabral,C12,6/28/2022,Dictyosphaeria cavernosa,5,,
Cabral,C12,6/28/2022,Rubble,17,,
Cabral,C12,6/28/2022,coral21,1,6413-6418 unidentified,
Cabral,C12,6/28/2022,Amansia rhodantha,2,,
Cabral,C12,6/28/2022,Dictyota bartayresiana,1,,
Cabral,C12,6/28/2022,Halimeda minima,1,,
Cabral,C12,6/28/2022,Sand,1,,
Cabral,C4,6/28/2022,Sand,73,,
Cabral,C4,6/28/2022,Porites lobata,6,,
Cabral,C4,6/28/2022,Pocillopora acuta,1,,
Cabral,C4,6/28/2022,Ventricaria ventricosa,1,,
Cabral,C4,6/28/2022,Halimeda macroloba,7,,
Cabral,C4,6/28/2022,Fuzz,39,,
Cabral,C4,6/28/2022,Turf,22,,
Cabral,C4,6/28/2022,Bare Rock,1,,
Cabral,C4,6/28/2022,Halimeda opuntia,12,,
Cabral,C4,6/28/2022,Amansia rhodantha,7,,
Cabral,C4,6/28/2022,Hydroclathrus clathratus,2,,
Cabral,C4,6/28/2022,Dictyosphaeria cavernosa,6,,
Cabral,C4,6/28/2022,Padina boryana,9,,
Cabral,C4,6/28/2022,Halimeda distorta,1,,
Cabral,C4,6/28/2022,Lendenfeldia chondrodes,2,,
Cabral,C4,6/28/2022,Dictyota bartayresiana,2,,
Cabral,C4,6/28/2022,Crustose Corallines,2,,
Cabral,C4,6/28/2022,Lithophyllum kotschyanum,2,,
Cabral,C4,6/28/2022,Acropora pulchra,24,,
Cabral,C4,6/28/2022,Lobophora variegata,1,,
Cabral,C4,6/28/2022,Pocillopora acuta,1,,
